home_team, away_team, home_team_fifa_rank, away_team_fifa_rank, neutral_location
150,218,131,186,1
167,213,75,64,0
180,112,32,52,1
68,48,161,193,1
112,213,52,64,1
150,68,131,161,1
142,184,15,103,0
190,6,31,46,0
73,134,87,149,0
203,87,73,63,0
206,118,26,105,0
102,197,7,77,0
115,76,83,42,0
147,162,9,58,0
164,122,34,146,0
207,77,62,3,0
28,60,1,51,1
54,65,6,90,0
70,5,2,171,0
80,76,66,42,0
94,170,65,27,0
120,14,165,100,0
187,115,91,83,0
212,10,49,109,0
213,193,64,116,0
156,32,106,67,0
213,198,64,101,0
213,116,58,112,0
16,32,137,72,0
104,61,21,20,0
156,167,108,56,1
112,167,38,56,1
213,156,58,108,1
180,213,30,58,1
206,115,26,74,0
85,91,82,94,1
28,170,1,37,0
76,65,55,86,0
85,136,83,10,1
93,197,45,82,0
165,101,40,38,0
10,65,108,86,0
202,146,51,174,0
14,65,104,86,0
34,181,154,80,0
190,61,28,23,0
32,73,75,82,0
32,129,75,70,0
181,87,95,79,0
181,87,95,79,0
32,129,75,70,0
101,65,43,90,0
70,142,2,13,0
153,34,65,141,0
227,126,74,89,0
6,73,50,82,0
78,143,48,80,0
118,211,108,105,0
227,126,74,89,0
220,185,111,94,0
80,69,46,53,1
53,69,64,53,0
80,20,46,21,1
117,144,149,81,0
101,19,38,93,0
53,178,64,153,0
194,89,159,166,0
49,103,69,39,0
101,115,37,66,0
190,73,25,84,0
36,143,44,87,0
78,64,43,188,0
31,186,30,24,0
164,10,28,89,0
169,65,10,93,0
18,89,120,167,0
80,51,40,3,0
136,25,12,59,1
